SiteName,Region,Period,TombID,BronzePeriod,NoInterRegionalPotImports,InterRegionalPotImportDesc,NoInternPotImports,InternPotImportsDesc,NoLocalPots,LocalPotsDesc,NoRitualItems,RitualItemDesc,NoFeastingSpecial,FeastingSpecialDesc,NoCuLocalArtifacts,CuLocalArtifactsDesc,NoBrzArtifacts,BrzArtifactsDesc,NoOtherMetalImports,OtherMetalImportsDesc,NoAnimalBone,AnimalBoneDesc,NoOtherInterRegionalImport,OtherInterRegionalImportDesc,NoOtherInternationalImport,OtherInternationalImportDesc,NoOtherLocalGoods,OtherLocalGoodsDesc,NoIntraRegionalPotImport,IntraRegionalImportPotDesc,NoIntraRegionalImport,IntraRegionalImportDesc,NoLocalPicrolite,PicroliteDesc,NoPicroliteImport,NoTombdecor,MetalMakingSupIconDesc,TotalPots,TotalIntraRegionalGoods,TotalInterRegionalGoods,TotalInternationalGoods,TotalIdeology,TotalMinerals,TotalMetals,TotalLocal,TotalArtifacts,TotalImports,TotalFeasting,TotalLocalImport
Karmi Palealona,North,PreBA 2,010A,ECII-MCII,2,"BP knob lug bowl 1
BP small bowl (sherds) 1",0,,59,"Dromos: 
RP juglet 1
RPII jug 1
RPIII jug 3
RP knob lug bowl 2
Chamber A:
RPIII juglet 4
RPIII miniature dipper amphora or juglet 1
RPIII tubular spouted bowl 2
RPIII BT knob lug bowl 8
RPIII BT bowl 1
RPIII jug 4
RPIII knob lug bowl 3
RPII-III BT knob lug bowl 1
RPIII jug or amphora 1
RPII jug 4
RPII jar 1
RPII BT knob lug bowl 2
RPIII bowl 1
RPII BT horn lug bowl 2
RPIII small amphora 2
RPI lg closed vessel (sherds) 2
RP jug (sherds) 2
RPIII closed vessel (sherds) 1
Closed vessel (sherds) 2
Small juglet (sherds) 1
Small bowl (sherds) 1
Coarse cooking pot (sherds) 1
Coarse jar (sherds) 1
BT tulip bowl (sherds) 1
RPIII jug (sherds) 3",0,,1,BT tulip bowl (sherds) 1,3,"Copper based scraper 1
Copper based open spring tweezer 1
Copper based knife with incised bone handle 1",0,,0,,0,,0,,0,,3,Chert flakes 3,1,WPII closed vessel (sherds) 1,0,,0,,0,0,,62,1,2,0,0,3,3,65,68,3,63,3
Karmi Palealona,North,PreBA 2,010B,ECIII,0,,0,,17,"RPIII jug 3
RPI-II bowl 3
RPII-III BT knob lug bowl 3
RPIII BT flask 2
RPIII bowl 1
RPIII small jar 1
RP cooking pot 3
RPIII flask 1 (sherd)",0,,0,,0,,0,,0,,0,,0,,0,,1,Spindle whorl 1,0,,0,,0,,0,0,,17,0,0,0,0,0,0,18,18,0,17,0
Karmi Palealona,North,PreBA 2,011A,"MCI, early",4,"Dromos: BP knob lug bowl 1
BP small bowl (sherds) 1
Chamber: BP flask 1
BP juglet 1",0,,13,"Dromos:
RPIII Coarse juglet 1
RPIII knob lug bowl 2
Chamber:
RPIII BT knob lug bowl 1
RPIII knob lug bowl 3
RPIII jug 2
RPII Coarse cooking pot 1
RPIII amphora 1
RPIII juglet 1
RPIII amphora 1",0,,0,,2,"Copper based pinched spring tweezers 1
Copper based knife 1",0,,0,,0,,0,,0,,1,Whetstone 1,0,,0,,0,,0,0,,17,0,4,0,0,2,2,16,20,4,17,4
Karmi Palealona,North,PreBA 2,011B,"MCI, Late",0,,1,Middle Minoan II Kamares Ware cup 1,4,"RPIII jug 1
RPIII knob lug bowl 1
RPII-III BT bowl 1
RPIII Coarse cooking pot 1",0,,0,,2,"Copper based hook tanged weapon 1
Copper based knife 1",0,,0,,0,,0,,1,Plain blue paste globular bead 1,0,,2,"WPII jug 1
WPII amphora 1",0,,0,,0,0,,7,2,0,2,0,2,2,6,10,4,7,2
Karmi Palealona,North,PreBA 2,013B,ECII-MCII,1,BP juglet 1,0,,14,"RPIII jug 7
RPIII knob lug bowl 3
RPIII Coarse cooking pot 1
RPIII juglet 1
RPI or II amphora 1
RP closed vessel 1",0,,0,,3,"Copper based hook tang weapon 1
Copper based knife 1
Copper based scraper 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,15,0,1,0,0,3,3,17,18,1,15,1
Karmi Palealona,North,PreBA 2,013C,ECII-MCII,10,"BP flask 3
BP knob lug bowl 2
BP juglet 2
BP gourd juglet 1
BP bowl 1 (sherds)
BP closed vessel 1 (sherds)",0,,93,"RPIII bowl 3
RPIII knob lug bowl 42
RPII-III knob lug bowl 4
RPIII juglet or bottle 1
RPIII BT knob lug bowl 2
RPII-III BT tulip bowl 1
RPII BT bowl 1
RPIII gourd juglet 2
RPIII jug 6
RPIII juglet 4
RPIII pyxis 1
RPIII small amphora 2
RPIII amphora 1
RPI or II lg bowl 1
Sherds:
RPIII pyxis 1
RPIII gourd juglet 1
RPIII amphora 2
RPIII-IV juglet 1
RP jug 5
RP gourd juglet 1
RPIII closed vessel 1
RPI amphora 1
RPI jug 1
RP jar 2
RP juglet 2
RPI ledge handle bowl 1
RPI bowl 1
RPIV juglet 1
RPI-II large closed vessel 1",2,"RP anthropomorphic plank figurine 1
WPIII askos, horned quadruped 1",1,RPII-III BT tulip bowl 1,3,"Copper based pin 2
Copper based scraper 1",0,,0,,0,,0,,0,,4,"Whetstone, perforated 1
Spindle whorl 3",8,"WPII small amphora 1
WPIII askos, horned quadruped 1
WPII amphora 1 (sherds)
WPII closed vessel 1 (sherds)
WPIII closed vessel 1 (sherds)
WPII vessel 1 (sherds)
WP mini animal horn 1 (sherds)
WP closed vessel (sherds) 1",1,RP anthropomorphic plank figurine 1,0,,0,0,,111,9,10,0,2,3,3,100,119,19,112,19
Karmi Palealona,North,PreBA 2,015A,"ECII-ECIII, MCI",1,RPI-II bowl from south 1,0,,25,"RPII ledge lug bowl 1
RPIII BT flask 1
RP bowl 1
RPI jug 1
Sherds:
RPIII lg bowl 1
RP spouted bowl 1
RPIII small bowl 1
RPI jug 3
RPI small jug 1
RP jar 2
RPIII vessels 12",0,,0,,0,,0,,0,,0,,0,,0,,0,,2,WPII closed vessel 2,0,,0,,0,0,,28,2,1,0,0,0,0,25,28,3,28,3
Karmi Paleolona,North,PreBA 2,003B,ECIII,0,,0,,8,"RPII small cooking pot 1
RPIII BT knob lug bowl 2
RPIII BT gourd flask 1
RPII bowl 1
RPIII gourd juglet 1
RPI or II BT bowl 1
RPIII jug 1",0,,0,,1,Copper based pin 1,0,,0,,0,,0,,0,,1,Spindle whorl 1,0,,0,,0,,0,0,,8,0,0,0,0,1,1,10,10,0,8,0
Katydata Agios Ioannis,Central,PreBA 2,2,ECIII-MCI-II,4,"WPIII bowl 1
DP juglet 1
WPIII jug 2",0,,18,"RP jug 6
RP side spouted jug 2
RP side spouted juglet 1
RP juglet 1
RP bowl 3
RPIII incised jug 2
RPBT  bowl 3",0,,0,,3,"Copper alloy miniature tweezers (untested) 1
Copper alloy toggle pin (untested) 1
Copper alloy needle (untested) 1",0,,1,Lead ring (untested) 1,0,,0,,4,Faience beads 4,7,"Loomweight 1
RP spindle whorl 5
Seashell 1",4,"BSII jug 2
BSII juglet 1
RSII jug 1",1,BP spindle whorl 1,0,,0,0,,26,5,4,5,0,4,4,28,42,14,26,9
Katydhata,Central,PreBA 1,070 Gjerstad,ECII,0,,0,,6,"RP spouted bowl 1
RPBT bowl 1
RP bowl 1
RP ""bottle"" 2
RP askos, bird? 1",1,"RP askos, bird? 1",0,,2,Copper based pin 2,0,,0,,0,,0,,0,,2,RP spindle whorl 2,0,,0,,0,,0,0,,6,0,0,0,1,2,2,10,10,0,6,0
Katydhata,Central,PreBA 2,28,MCI-II,0,,0,,39,"RPIII jug 16
RPIII gourd jug 5
RPIV gourd juglet 1
RPIII gourd juglet 1
RPIII bowl 4
RPBT bowl 11
RPIII spouted bowl 1",1,Plank figurine 1,0,,5,Copper based pins 5,0,,0,,0,,0,,2,Paste beads 2,4,"Spindle whorl 3
Plank figurine 1",1,RS juglet 1,1,Plank figurine 1,0,,0,0,,40,2,0,2,1,5,5,48,52,4,40,2
Katydhata,Central,PreBA 2,29,MCII,0,,0,,11,"RPIII jug 2
RPIII gourd juglet 2
RPIII juglet 2
RPIII askos-bird shaped 2
RP bottle? 1
RPIII bowl 2",2,RPIII askos-bird shaped 2,0,,1,Copper based axe 1,0,,0,,0,,0,,0,,1,Stone polisher/pestle 1,0,,0,,0,,0,1,,11,0,0,0,2,1,1,13,13,0,11,0
Katydhata,Central,PreBA 2,39,MCII,0,,0,,6,"RPIII amphora 1
RPIII jug 2
RPIII dish 1
RPIII bowl 2",0,,0,,2,Copper based pins 2,0,,0,,0,,0,,0,,1,Red stone necklace 1,0,,0,,0,,0,0,,6,0,0,0,0,2,2,9,9,0,6,0
Katydhata,Central,PreBA 2,40,MC,0,,0,,1,RP bottle 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0,0,0,0,0,0,1,1,0,1,0
Katydhata,Central,PreBA 2,44,MCI-II,0,,0,,4,"RPIII jug 2
RPIII gourd juglet 1
RPBT bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,4,0,0,0,0,0,0,4,4,0,4,0
Katydhata,Central,PreBA 2,46,MCI-II,0,,0,,3,"RPIII jug 1
RPIII juglet 1
RPIII gourd juglet 1",0,,0,,0,,0,,0,,0,,1,BP incised spindle whorl? 1,0,,0,,1,RS jug 1,0,,0,,0,0,,4,1,1,0,0,0,0,3,5,2,4,2
Katydhata,Central,PreBA 2,54,MCI,0,,0,,5,"RPIII jug 1
RPIII juglet 1
RP bottle/gourd juglet 1
RPIII bowl 1
RPIII dish with snake ornament 1",1,RPIII dish with snake ornament 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,1,0,0,5,5,0,5,0
Katydhata,Central,PreBA 2,55,MCII,3,"WPIV jug 1
WPIV tripod jug 1
WPIV bowl 1",0,,5,"RPIII jug 1
RPII-III bowl 1
RP bottle? 3",0,,0,,2,Copper based pin 2,0,,0,,0,,0,,0,,1,Loom weight 1,2,"BS or RS jug 1
RS bowl 1",0,,0,,0,0,,10,2,3,0,0,2,2,8,13,5,10,5
Katydhata,Central,PreBA 2,56,MCI,0,,0,,4,RPIII jug 4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,4,0,0,0,0,0,0,4,4,0,4,0
Katydhata,Central,PreBA 2,57,MCII,1,BP juglet 1,0,,8,"RPIII lg jug 1
RPIII jug 2
RPIII side spouted jug 1
RPIII juglet 1
RPIII bowl 1
RPIII coarse tripod cooking pot 1
RP bottle/jug? 1",0,,0,,3,"Copper based tweezer 1
Copper based knife 1
Copper based pin 1",0,,0,,0,,0,,0,,0,,1,BSII jug 1,0,,0,,0,0,,10,1,1,0,0,3,3,11,13,2,10,2
Katydhata,Central,PreBA 2,59,MCI,0,,0,,5,"RPIII jug 2
RPIII/IV jug 1
RPIII lg spouted bowl 1
RPBT bowl 1",0,,0,,1,Copper based dagger 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,0,1,1,6,6,0,5,0
Katydhata,Central,PreBA 2,62,MCI-II,1,BP bottle 1,0,,21,"RPIII big jug 1
RPIII jug 5
RPIII gourd juglet 1
RPIII miniature jug 1
RPIII amporiskos 1
RPIII coarse cook pot 2
RPII-III spouted bowl 1
RPIII bowl 5
RPIII coarse bowl 1
RPBT bowl 1
RPIII miniature bowl 1
RPIII funnel 1",0,,1,RPIII funnel 1,0,,0,,0,,0,,1,BP spindle whorl 1,0,,6,"RPIII spindle whorl 5
Macehead 1",0,,0,,0,,0,0,,22,0,2,0,0,0,0,27,29,2,23,2
Katydhata,Central,PreBA 2,63,MC,0,,0,,4,RP bottle 4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,4,0,0,0,0,0,0,4,4,0,4,0
Katydhata,Central,PreBA 2,66,MCI,0,,0,,5,"RPIII amphora 1
RPIII gourd juglet 1
RPIII bowl 2
RPIII spouted bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,0,0,0,5,5,0,5,0
Katydhata,Central,PreBA 2,67,MCI,0,,0,,10,"RPIII jug 6
RPIII amphoriskos 1
RPIII bowl 3",0,,0,,2,Copper based knife 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,10,0,0,0,0,2,2,12,12,0,10,0
Katydhata,Central,PreBA 2,69,MCI,0,,0,,5,"RPIII jug 3
RS/RPIII bowl 1
RPIII coarse tripod cooking pot 1",0,,0,,0,,0,,0,,1,Animal bone and teeth,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,0,0,0,5,5,0,6,0
Katydhata,Central,PreBA 2,71,MCI,0,,0,,3,"RPBT bowl 1
RP cooking pot 1
RP jug 1",0,,0,,2,"Copper based tweezer 1
Copper based awl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,0,0,0,0,2,2,5,5,0,3,0
Katydhata,Central,PreBA 2,72,MCII,1,BP jug 1,0,,10,"RPIII jug 5
RPIII gourd juglet 1
RPIII Coarse cooking pot 1
RPIII juglet or bottle 1
RPII BT bowl 1
RPIII bowl 1",0,,0,,3,"Copper based pin 2
Copper based needle 1",0,,0,,0,,0,,0,,2,"Macehead 1
RP spindle whorl 1",1,BSII juglet 1,0,,0,,0,0,,12,1,1,0,0,3,3,15,17,2,12,2
Katydhata,Central,PreBA 2,73,EC-MCI,0,,0,,6,"RP jug 1
RP bottle 2
RP funnel 1
RP bowl 1
RPBT bowl 1",0,,1,RP funnel 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,0,0,0,6,6,0,7,0
Katydhata,Central,PreBA 2,74,MCII,0,,0,,18,"RPIII big jug 2
RPIII jug 3
RPIII gourd juglet 2
RPIII amphora 1
RPIII lg bowl 2
RPIII bowl 4
RPBT bowl 3
RPIII Coarse miniature dipper amphora 1",0,,0,,2,"Copper based dagger 1
Copper based pin 1",0,,0,,1,animal bones,0,,0,,0,,0,,0,,0,,0,0,,18,0,0,0,0,2,2,20,20,0,19,0
Katydhata,Central,PreBA 2,75,EC-MC,0,,0,,6,"RP jug 2
RPIII gourd juglet 2
RP bottle/gourd juglet 1
RP bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,0,0,0,6,6,0,6,0
Katydhata,Central,PreBA 2,82,MCI-II,1,WP bottle 1,0,,23,"RPIV or RS jug 1
RP ""bottle"" or jug 14
RP composite vessel with 2 attached bowls 1
RP tripod cooking pot 1
RP bowl 3
RP spouted bowl 1
RPBT bowl 2",0,,1,RP composite vessel with 2 attached bowls 1,6,"Copper based pin 4
Copper based needle 1
Copper based knife 1",0,,0,,0,,0,,0,,0,,3,RS jug 3,0,,0,,0,0,,27,3,1,0,0,6,6,29,33,4,28,4
Katydhata,Central,PreBA 2,84,MCI,0,,0,,5,"RPIII jug 4
RP lg bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,1,RP spindle whorl 1,0,,0,,0,,0,0,,5,0,0,0,0,0,0,6,6,0,5,0
Katydhata,Central,PreBA 2,005a,MC,1,BP bottle with horn projections 1,0,,13,"RP spouted bowl 2
RP small bowl 1
RPBT bowl 2
RP bowl 2
RPIII jug 2
RPIII gourd juglet 1
RPIII flask 1
RPIII tripod cooking pot 2",1,BP bottle with horn projections 1,0,,2,"Copper based knife 1
Copper based pin 1",0,,0,,0,,0,,0,,1,RP spindle whorl 1,0,,0,,0,,0,0,,14,0,1,0,1,2,2,16,17,1,14,1
Kition (Larnaca),South,PreBA 2,I.6,ECIIIB/MCI,2,"Black Polished miniature bowl 1
Black Polished bottle 1",0,,49,"RP IV lg bowl 2
RP IV bowl 5
RP IV lg spouted bowl 1
RP IV spouted bowl 1
RP IV small bowl 2
RP III bowl 11
RP III spouted bowl 4
RP III lg spouted bowl 2
RP IV miniature bowl 2
RP III ladle 1
RP III jug 1
RP III juglet 11
RP III miniature tripod jug 1
RP III amphora 2
RP III amphoriskos 1
RP III Coarse cooking pot 1
RP III Coarse dipper juglet 1",0,,0,"High number of vessels, both bowls and pouring vessels",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,51,0,2,0,0,0,0,49,51,2,51,2
Kition (Larnaca),South,PreBA 2,I.8,ECIIIB/MCI,0,,0,,6,"RP III amphora with anthropomorphic decoration 1
RP III miniature amphora 1
RP III juglet 2
RP III bowl 1
RP III miniature bowl with horned handle 1",1,RP III amphora with anthropomorphic decoration 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,1,0,0,6,6,0,6,0
Kition (Larnaca),South,PreBA 2,II.6,ECIIIB,2,"Black Polished bowl 1
Black Polished juglet 1",0,,17,"RP III small jug 1
RP III juglet 1
RP III jug 2
RP III small jug 1
RP III spouted bowl 2
RP III cooking pot 1
RP III bowl 6
RP IV miniature bowl 1
RP III closed vessel 1
RP III small amphora 1",0,,0,,0,,0,,0,,0,,0,,0,,1,RP spindle whorl 1,0,,0,,0,,0,0,,19,0,2,0,0,0,0,18,20,2,19,2
Kyra Kaminia,Central,Philia,1,Philia,0,,0,,6,"First burial:
RP bowl 1
RonW spouted bowl 1
Second burial:
RP bowl 1
RP jug 2
RP juglet 1",0,,0,,5,"First burial: 
Unalloyed Copper, cold worked knife 1 (tested)
Earring 2
Second burial
Arsenical Copper, cold worked knife 1 (tested)
Earring 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,0,5,5,11,11,0,6,0
Lapithos Vrysi tou Barba,North,PreBA 1,304,ECI/II,0,,0,,3,RPII jug 3,0,,0,,1,Unalloyed copper dagger/hook tang weapon (tested) 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,0,0,0,0,1,1,4,4,0,3,0
Lapithos Vrysi tou Barba,North,PreBA 1,820,ECII,0,,0,,9,"RPIII juglet 1
RPII BT bowl 1
RPII BT bottle 3
RPII BT bottle or juglet 1
RPII jug 1
RPII bowl 1
RPII jar 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,9,0,0,0,0,0,0,9,9,0,9,0
Lapithos Vrysi tou Barba,North,PreBA 1,823,ECI-II,0,,0,,18,"RPII amphora 1
RPI amphora 2
RPI juglet 1
RPI or II jug 1
RPI jug 2
RP jug 1
RPII jug 2
RPI BT bowl 1
RPII BT bowl 4
RPII BT bottle 1
RPII BT jar 1
RP pithos 1",0,,0,,1,Arsenical copper dagger/hook tang weapon (tested) 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,18,0,0,0,0,1,1,19,19,0,18,0
Lapithos Vrysi tou Barba,North,PreBA 1,303 Total Chamber A,ECI-II,1,,0,,21,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,0,,22,0,1,0,0,0,0,22,23,1,22,1
Lapithos Vrysi tou Barba,North,PreBA 1,308 all burials,ECI-ECII,0,,0,,27,"RPII jug 16
RPII miniature jug 1
RPII BT bowl 4
RPII amphora 1
RPI bowl 1
RPI spouted bowl 1
RPI cooking pot 1
RPI amphora 1
RPI jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,27,0,0,0,0,0,0,27,27,0,27,0
Lapithos Vrysi tou Barba,North,PreBA 1,312 Total,ECII,0,,0,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,9,0,0,0,0,0,0,9,9,0,9,0
Lapithos Vrysi tou Barba,North,PreBA 1,323 PreBA 1 Total,ECII,0,,0,,6,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,0,2,2,8,8,0,6,0
Lapithos Vrysi tou Barba,North,PreBA 1,817 PreBA 1 Total,ECII,0,,0,,14,,0,,0,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,1,,14,0,0,0,0,2,2,16,16,0,15,0
Lapithos Vrysi tou Barba,North,PreBA 1,821 Total,ECII,0,,0,,27,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,27,0,0,0,0,0,0,27,27,0,27,0
Lapithos Vrysi tou Barba,North,PreBA 1,822 Total,ECII,0,,0,,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,18,0,0,0,0,0,0,18,18,0,18,0
Lapithos Vrysi tou Barba,North,PreBA 2,317,ECIII,0,,0,,13,"RPII jug 7
RPII amphora 1
RPIII jug 3
RPIII bowl 1
RPII cooking pot 1",0,,0,,2,Copper based pin (untested) 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,13,0,0,0,0,2,2,15,15,0,13,0
Lapithos Vrysi tou Barba,North,PreBA 2,318,ECIIIC/MCI,2,"BP bowl 1
RPIII jug from Deneia 1",0,,19,"RPI bowl 3
RPII BT bowl 4
RPII vessel with legs 1
RPII jug 1
RPII pithos 1
RPIII jug 5
RPIII amphora 2
Cupboard: RPII bowl 1
RPII jug 1",0,,0,,10,"Copper based pin (untested) 6
Copper based knife (untested) 1
Copper based dagger (untested) 1
Copper based scraper (untested) 1
Copper based tweezer (untested) 1",0,,0,,0,,0,,0,,2,RP spindle whorl 2,0,,0,,0,,0,0,,21,0,2,0,0,10,10,31,33,2,21,2
Lapithos Vrysi tou Barba,North,PreBA 2,801,ECIIIA-MCI,3,"BP bowl 2
BP juglet 1",0,,19,"RPIII pithos 1
RPII amphora 1
BS II jar 1
RP II bowl 1
RPII jug 3
RPII spouted bowl 1
RPII BT stemmed vessel 1
RPII BT bowl 5
RPIII BT bowl 1
RPIII juglet 4",0,,1,RPII BT stemmed vessel 1,1,Arsenical copper dagger/hook tang weapon (tested) 1,0,,0,,1,"animal skeleton
animal bones (sheep or goat)",0,,0,,0,,0,,0,,0,,0,1,,22,0,3,0,0,1,1,20,23,3,24,3
Lapithos Vrysi tou Barba,North,PreBA 2,805,ECIIIB-MCII,2,"BP jar 1
BP juglet 1",1,"Imported jug #16, wheel made 1",30,"RPIII amphora 1
RPIII jar 1
RPIII jug 6
RPII BT bowl 9
RPII bowl 1
RPIII amphora 1
RPIII juglet 3
RPIII bottle 1
RPIII coarse cooking pot 2
RPIII gourd juglet 3
RPIII spouted juglet 1
Pot (?) 1",0,,0,,41,"Copper based pin 21
Copper based tweezers 5
Copper based razor 2
Arsenical copper knife (tested) 1
Copper based awl 1
Copper based dagger 2
Copper based sword 2
Arsenical copper sword/hook tang weapon (tested) 1
Copper based knife 4
Copper based needle 1
Copper based ring 1",1,"Tin-arsenic-copper alloy dagger/hook tang weapon (tested) 1
Tin-arsenic-copper alloy knife (tested) 1",1,Silver ring 1,0,,0,,2,"Paste beads 9 counted as 1 object 1
Paste beads 12 counted as 1 object 1",4,"Stone disk- limestone 1
Stone disk- serpentine gray to white 1
Bone rod 1
RP spindle whorl 1",0,,0,,0,,0,1,,33,0,2,5,0,43,43,75,82,7,33,2
Lapithos Vrysi tou Barba,North,PreBA 2,814,"ECII, MCII",1,RS jug from eastern Cyprus 1,0,,23,"RPIII amphora 1
RPII BT bowl 3
RPIII BT stemmed bowl 1
RPI bowl 1
RPIII bowl 1
RPIII gourd juglet 1
RPIII jar 1
RP jar 1
RPIII jug 4
RPII jug 5
RPI or II jug 1
RP jug 1
RPIII tankard 1
RPIII amphora 1",0,,1,RPIII BT stemmed bowl 1,1,Copper based pin 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,24,0,1,0,0,1,1,24,25,1,25,1
Lapithos Vrysi tou Barba,North,PreBA 2,818,ECIIIB,0,,0,,23,"RPIII jug 6
RPIII gourd juglet 3
RPIII juglet 2
RPII BT bowl 7
RPIII spouted bowl 1
RP Coarse cooking pot 1
RP bowl 1
RPIII bottle 1
RPIII amphora 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,23,0,0,0,0,0,0,23,23,0,23,0
Lapithos Vrysi tou Barba,North,PreBA 2,824,ECI-IIIB,0,,0,,21,"RP pot 1
RPI spouted bowl 1
RPII pot 1
RPII bowl 1
RPI spouted bowl 1
RPII BT bowl 4
RPI jug 4
RPI or II jug 1
RPIII jug 2
RPIII juglet 1
RPII juglet 1
RPIII amphora 1
RPIII BT gourd juglet 1
RPIII jar 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,21,0,0,0,0,0,0,21,21,0,21,0
Lapithos Vrysi tou Barba,North,PreBA 2,825,ECII-ECIIIB,0,,0,,16,"RPIII jug 3
RP jug 1
RP pot 2
RPIII juglet 2
RPI bowl 1
RP Coarse cooking pot 1
RPII BT bowl 2
RPII BT bottle 1
RP amphora 1
RPIII amphora 1
RP pithos 1",0,,0,,0,,0,,0,,0,,0,,0,,3,"Stone axe 2
Stone tool 1",0,,0,,0,,0,0,,16,0,0,0,0,0,0,19,19,0,16,0
Lapithos Vrysi tou Barba,North,PreBA 2,831,ECII-IIIB,0,,0,,13,"RPII jug 2
RPIII jug 4
RPII jug 1
RP jug 1
RPII BT bowl 2
RP pithos 1
RP amphora 1
RPIII jar 1",0,,0,,0,,0,,0,,1,lamb bones,0,,0,,0,,0,,0,,0,,0,0,,13,0,0,0,0,0,0,13,13,0,14,0
Lapithos Vrysi tou Barba,North,PreBA 2,837,ECIIIB/MCI,0,,0,,12,"RPII BT bowl 1
RPII BT bowl 4
RP amphora 1
RPIII pithos 1
RPIII jug 2
RPI or II jug 1
RPI jug 1
RPII juglet 1",0,,0,,5,"Copper based sword 1
Copper based knife 1
Copper based tweezers 1
Copper based razor 1
Copper based awl 1",0,,0,,1,Animal bones 1,0,,0,,1,"Whetstone, limestone 1",0,,0,,0,,0,2,,12,0,0,0,0,5,5,18,18,0,13,0
Lapithos Vrysi tou Barba,North,PreBA 2,302 Total,ECIII,1,,0,,117,,0,,1,,11,,0,,0,,0,,1,,0,,5,,0,,0,,0,,0,0,,118,0,2,0,0,11,11,133,135,2,119,2
Lapithos Vrysi tou Barba,North,PreBA 2,303 Chamber B Total,MCII,0,,0,,10,"RPII BT bowl 3
RPIII miniature jug 1
RPII cooking pot 1
WPII jug 2
RPIII bowl 2
RPIV globular hydria (jug with projection?) 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,10,0,0,0,0,0,0,10,10,0,10,0
Lapithos Vrysi tou Barba,North,PreBA 2,305  Total,ECIII,0,,0,,36,,1,,0,,2,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,0,,36,0,0,0,1,2,2,39,39,0,36,0
Lapithos Vrysi tou Barba,North,PreBA 2,306 Total,"ECIII, MCI",2,,0,,34,,1,,0,,2,,0,,0,,0,,0,,2,,2,,0,,0,,0,,0,0,,36,0,2,2,1,2,2,38,42,4,36,2
Lapithos Vrysi tou Barba,North,PreBA 2,307 Total,ECIII/MCI,7,,0,,26,,2,,1,,10,,0,,1,,0,,0,,0,,2,,0,,0,,0,,0,0,,33,0,7,1,2,11,11,38,46,8,34,7
Lapithos Vrysi tou Barba,North,PreBA 2,309 Total,ECIII,1,,0,,84,,1,,0,,17,,0,,0,,0,,1,,0,,4,,0,,0,,0,,0,0,,85,0,2,0,1,17,17,105,107,2,85,2
Lapithos Vrysi tou Barba,North,PreBA 2,311 Total,"ECIII-MCI, MCII",2,,0,,60,,0,,0,,5,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,0,,62,0,2,1,0,6,6,66,69,3,62,2
Lapithos Vrysi tou Barba,North,PreBA 2,313 Total,ECIII/MCI,11,,0,,99,,6,,3,,128,,4,,6,,0,,5,,5,,25,,0,,0,,0,,0,0,,110,0,16,15,6,138,138,252,283,31,113,16
